user_id,f_name,l_name,gmail,aud,gender,income
46CB36C6-A78B-5915-3430-CEE79201AAC0,Tyrone,Beach,Tyrone.Beach@gmail.com,C,M,B
2B9E4F47-CA4F-72D0-1018-B7DDE1A08EE9,Graham,Prince,Graham.Prince@gmail.com,A,M,D
14967DF6-7662-8D77-FB26-002CD7BA5DA6,Grady,Waters,Grady.Waters@gmail.com,B,M,D
CF8A2D8A-F7F3-EB9F-4FC2-005EF0645C57,Lucas,Stanley,Lucas.Stanley@gmail.com,C,M,B
C12C29C0-B3A1-995B-1F61-A1843E6D3DF4,Len,Marsh,Len.Marsh@gmail.com,A,M,B
1F6680CD-4B92-5B5B-298C-50CAE2417141,Raja,Kidd,Raja.Kidd@gmail.com,B,M,B
6592D4FE-0D50-549B-B9EC-3940C5B7D6B1,Plato,Rodgers,Plato.Rodgers@gmail.com,C,M,A
5A95EDF3-5C82-E167-961B-C567BE2E7BF1,Ronan,Case,Ronan.Case@gmail.com,A,M,C
3F17086D-D908-4040-43B5-0D518DD8F8DD,Fritz,Blair,Fritz.Blair@gmail.com,B,M,B
C6151C20-2B1A-951F-B3D3-73CD3656D37A,Isaac,Mcfarland,Isaac.Mcfarland@gmail.com,C,M,A
33FF85DA-383F-F2C6-8268-7DB09C18D47D,Colt,Jacobs,Colt.Jacobs@gmail.com,A,M,A
729D65A0-05CA-BB49-0E89-B67158568DFB,Wylie,Ward,Wylie.Ward@gmail.com,B,M,D
E6F3C6C8-7215-73B5-5CA0-F3E086CAE1C7,Sylvester,Oneill,Sylvester.Oneill@gmail.com,C,M,B
14EA97B7-2BAB-C164-023F-E0EC6832676A,Jasper,Fuentes,Jasper.Fuentes@gmail.com,A,M,C
992D14A6-C5D2-B845-89A8-8B589EEFD2BD,Wallace,Tate,Wallace.Tate@gmail.com,B,M,B
225E43B9-2876-80F4-5182-AEB0BEE8E1BE,Erasmus,Sutton,Erasmus.Sutton@gmail.com,C,M,B
F255DD5B-6F88-43B9-11B2-CCEEEDFE6C6B,Leroy,Cameron,Leroy.Cameron@gmail.com,A,M,C
F6E108F6-55AA-4E79-F61B-42536ED64B97,Basil,Andrews,Basil.Andrews@gmail.com,B,M,B
1CE4BCA0-FFB9-F496-352A-D270DB9165ED,Marvin,Macias,Marvin.Macias@gmail.com,C,M,A
75DE421D-DB56-7D46-F8B4-66A681D57527,Aaron,Pena,Aaron.Pena@gmail.com,A,M,A
81F263D2-25C1-9A7D-6DF2-6E92C7CCED7C,Vaughan,Hoover,Vaughan.Hoover@gmail.com,B,M,D
71E280E9-0B50-121E-E4B4-FE6013252CE9,Ethan,Odom,Ethan.Odom@gmail.com,C,M,D
8EBDC92B-D98B-20E5-2D68-6DF34E70EC8B,Mufutau,Valentine,Mufutau.Valentine@gmail.com,A,M,A
44FA1FA0-F7E7-F2ED-A710-69E16947E44C,Orlando,Rivera,Orlando.Rivera@gmail.com,B,M,C
2D231A70-577E-7D35-674A-7C5882C0091C,Chancellor,Charles,Chancellor.Charles@gmail.com,C,M,C
601ABF29-CA8D-826A-5566-F3B609820AC8,Luke,Campbell,Luke.Campbell@gmail.com,A,M,A
B03E0EB3-08C0-A487-394C-CCF9107E95E1,Jin,Jefferson,Jin.Jefferson@gmail.com,B,M,A
4F126F9E-A1C6-D61A-9221-E272BF538B69,Declan,Harper,Declan.Harper@gmail.com,C,M,C
EED867A4-2652-611C-496B-2A0432AC9745,Aidan,Casey,Aidan.Casey@gmail.com,A,M,C
19A063C3-5347-02B5-5410-F8525AB85AE4,Daniel,Hodge,Daniel.Hodge@gmail.com,B,M,B
C11239CE-DD23-53BD-79EF-50D0F21A22A2,Zephania,Leblanc,Zephania.Leblanc@gmail.com,C,M,A
949AAC20-925F-CA17-A02B-338602609573,Bradley,Velazquez,Bradley.Velazquez@gmail.com,A,M,B
79101CD0-F4FC-1A29-FC28-D61A3AACCA8C,Zachery,Holden,Zachery.Holden@gmail.com,B,M,A
F77DD573-ECFF-529E-DEAF-21E77F32623D,Joshua,Stout,Joshua.Stout@gmail.com,C,M,C
48125C15-218C-65D2-49C1-5164FC8136AB,Murphy,Dyer,Murphy.Dyer@gmail.com,A,M,D
424B5501-D471-D5B4-86E7-3F865804B406,Brody,Lester,Brody.Lester@gmail.com,B,M,C
B8F46DDA-09FB-99EC-DBBC-262800E31206,Jonas,Hensley,Jonas.Hensley@gmail.com,C,M,C
564BAA97-9142-B4AF-F129-2A25F4960000,Jelani,Buckner,Jelani.Buckner@gmail.com,A,M,A
37466E25-ECD3-5E14-0A91-7DAD9806E854,Sebastian,Bridges,Sebastian.Bridges@gmail.com,B,M,C
9FB301BD-E3E2-FB89-AED8-D4E30C5BCF42,Lester,Faulkner,Lester.Faulkner@gmail.com,C,M,A
A82563F9-EAC8-9239-D56A-81D517FCB80D,Steel,Case,Steel.Case@gmail.com,A,M,B
72F65509-EC82-361C-EBB3-7D62538B0CBE,Ryan,Hughes,Ryan.Hughes@gmail.com,B,M,D
B14CCC29-E840-7B7E-454C-0C421E6E2CA5,Reece,Bonner,Reece.Bonner@gmail.com,C,M,A
73B6CAB4-1C64-F059-4057-F0D52AEF0627,Galvin,Benson,Galvin.Benson@gmail.com,A,M,C
F7E88104-447B-F7A2-E6D2-F7C12CFEC79C,Graiden,Nash,Graiden.Nash@gmail.com,B,M,B
2C133DD4-3848-DFEB-DBEA-F68A58E3F51E,Paul,Joyce,Paul.Joyce@gmail.com,C,M,A
17F8C3D4-E08B-AE71-9E4F-281AF3890E17,Adrian,Beard,Adrian.Beard@gmail.com,A,M,B
2B8590FB-9113-4C7F-D26C-3BDDAEC7A53D,Felix,Schroeder,Felix.Schroeder@gmail.com,B,M,A
DD3B06E8-D254-478A-9EB2-E289BF08E608,Elmo,England,Elmo.England@gmail.com,C,M,D
2794368C-6471-1CAF-6A74-6EFD95DA0B35,Hammett,Hahn,Hammett.Hahn@gmail.com,A,M,A
AF3D6FE5-BD5F-3703-8154-63584D0728DE,Emery,Rogers,Emery.Rogers@gmail.com,B,M,D
0B6F839C-AC46-F51C-DFB1-324FAAD42701,David,Hull,David.Hull@gmail.com,C,M,D
87981AC1-AD70-E174-BF00-7C064C345E99,Davis,Santiago,Davis.Santiago@gmail.com,A,M,C
71E49966-5576-5EF3-A8E6-81D59253CC10,Beau,Farley,Beau.Farley@gmail.com,B,M,A
6A2EAE4A-1A78-8C8F-C16B-C54A0BA312E9,Garrison,Garrett,Garrison.Garrett@gmail.com,C,M,D
D544B291-9974-D3B6-1616-87B0057BAD0F,Quinlan,Walsh,Quinlan.Walsh@gmail.com,A,M,B
3D8BDB05-5954-8640-BE60-0310324B4FBF,Xavier,Welch,Xavier.Welch@gmail.com,B,M,B
7A4D0F8F-9667-CEAD-F397-848C4549AEE8,Asher,Beard,Asher.Beard@gmail.com,C,M,B
72546672-F2D3-D89B-1A0D-57F5BF6288D3,Arden,Hogan,Arden.Hogan@gmail.com,A,M,B
69863529-1A80-D0D5-1412-E3F94744E6AD,Oscar,Webb,Oscar.Webb@gmail.com,B,M,C
444F21CA-3AAC-01B1-2E8D-642770310879,Brandon,Jackson,Brandon.Jackson@gmail.com,C,M,D
01B48AE8-4A3D-43BE-D4BB-3EC0A0F69C39,Boris,Pope,Boris.Pope@gmail.com,A,M,A
844FD26F-2B7B-40A3-E060-A9D6CD88C7C6,Ezra,Beck,Ezra.Beck@gmail.com,B,M,B
C3CBFB98-201B-BC84-6333-CA4F583B47A3,Kenyon,Ross,Kenyon.Ross@gmail.com,C,M,B
FA9ADC22-826D-E01E-DB9D-E8175213AEC0,Jarrod,Odom,Jarrod.Odom@gmail.com,A,M,A
337F696A-C350-DDF3-5881-96366281F3B6,Hu,Nash,Hu.Nash@gmail.com,B,M,B
03A80EFA-1ADA-08C5-CB12-9863BD26FE5B,Brock,Kirkland,Brock.Kirkland@gmail.com,C,M,D
69CA7E03-CB8E-60CE-A347-7EB3B2FF47AA,Julian,Tyler,Julian.Tyler@gmail.com,A,M,C
BCCFECDA-1F7E-1991-7D56-43708FD4D9E1,Russell,Le,Russell.Le@gmail.com,B,M,B
1F7990EC-FB54-B4EC-A542-F51337CC0A0D,Garth,Ramirez,Garth.Ramirez@gmail.com,C,M,D
852E666B-F689-DAC2-6FFC-78C8755EB95F,Colt,Bennett,Colt.Bennett@gmail.com,A,M,B
466CDA61-7C39-87A8-A765-5E337E84ACAF,Kibo,Moreno,Kibo.Moreno@gmail.com,B,M,D
BDF097C3-2E5D-AC59-ADEC-057B75E52D80,Matthew,Hamilton,Matthew.Hamilton@gmail.com,C,M,A
A5A1C8C8-B8CA-DCA6-1979-AE95967E0DB9,Emery,Rasmussen,Emery.Rasmussen@gmail.com,A,M,A
43500E3C-A9DB-075D-CA42-BA0D2BDB42FA,Xenos,Bean,Xenos.Bean@gmail.com,B,M,A
5C11526A-AA1D-1DCB-A132-A46B50C980DD,Kibo,Burris,Kibo.Burris@gmail.com,C,M,C
C45437C7-25DE-AF40-78B8-17D756D94AA1,Harlan,Mullen,Harlan.Mullen@gmail.com,A,M,C
C4813489-8E91-E37E-E67A-19C7D9350EF4,Yasir,Daniels,Yasir.Daniels@gmail.com,B,M,B
BE51AD73-4A45-3F1E-0B4E-A94A4B3A839C,Oscar,Branch,Oscar.Branch@gmail.com,C,M,A
D717774D-AB48-FB09-4095-8A53F5CD4F78,Quinn,Bridges,Quinn.Bridges@gmail.com,A,M,B
BC02AC97-A2D8-E513-ABBC-0F7D5E053678,Lucian,Benton,Lucian.Benton@gmail.com,B,M,D
F88231B9-8FC7-E4DB-3B64-30D5D4F7ECD0,Abel,Carver,Abel.Carver@gmail.com,C,M,D
39AB8A10-E631-2A3E-D634-EC864F88DE60,Kane,Colon,Kane.Colon@gmail.com,A,M,A
CC9379FC-0BD8-EDA7-7ACC-4BA6069C9C0C,Joel,Whitaker,Joel.Whitaker@gmail.com,B,M,B
118A99B9-9BA2-AE2B-94F4-F6B48DDAACB0,Damon,Benson,Damon.Benson@gmail.com,C,M,B
301686D3-0A87-DAF0-937F-B69F2EB22ADB,Barclay,Espinoza,Barclay.Espinoza@gmail.com,A,M,C
E91A1C0C-0963-2E2A-E026-E0A5E0FDF2E8,Keith,Hickman,Keith.Hickman@gmail.com,B,M,C
207F86C4-0CFA-56FC-6373-CAF6F45DC73D,Wang,Moses,Wang.Moses@gmail.com,C,M,A
F1E74A65-BAE6-98A6-B95E-2A75F4E9E485,Phelan,Norton,Phelan.Norton@gmail.com,A,M,A
3C1145A1-268E-ED1A-11A0-FD619B2D7298,Benedict,Roberts,Benedict.Roberts@gmail.com,B,M,A
774F0D94-54CF-31E9-A7B3-E3FAA444565E,Hammett,Casey,Hammett.Casey@gmail.com,C,M,D
5A0B8BC0-BD99-29B5-A83F-44B319795227,Dante,Riddle,Dante.Riddle@gmail.com,A,M,D
9D40CB0E-E9B7-873F-2596-1B45A60EC589,Russell,Leonard,Russell.Leonard@gmail.com,B,M,B
2A933845-104F-1913-7EEC-B78D20DD6DA1,Gannon,Maldonado,Gannon.Maldonado@gmail.com,C,M,A
17E8CF55-58D1-E55A-1244-F59C5D7C59B3,Galvin,Warren,Galvin.Warren@gmail.com,A,M,A
B1678374-73B4-FF65-E655-BB331826602C,Edan,Trevino,Edan.Trevino@gmail.com,B,M,A
5986348F-73CF-0574-3903-7948B91E5890,Griffin,Newman,Griffin.Newman@gmail.com,C,M,D
F83C98A0-3FAE-B3F4-C5FB-248C76970313,Malachi,Santiago,Malachi.Santiago@gmail.com,A,M,C
12300AA2-F99F-C1DC-5027-ACBB5D75EEC7,Dane,Blackburn,Dane.Blackburn@gmail.com,B,M,C
E403A7C0-B176-F50F-691B-1CF8020DE992,Mohammad,Avery,Mohammad.Avery@gmail.com,C,M,A
59688493-26E5-4772-983E-D2D23FB26C3D,Oleg,Alvarado,Oleg.Alvarado@gmail.com,A,M,B
EA26FEEE-B995-89C0-D2FE-7D1A9196FD1D,Zahir,Beard,Zahir.Beard@gmail.com,B,M,A
54110EEA-85CD-F1FA-2108-B6CE26089B93,Logan,Baker,Logan.Baker@gmail.com,C,M,A
84E64FFD-6127-AEFB-F9C9-2458168A9F20,Brendan,Alvarado,Brendan.Alvarado@gmail.com,A,M,D
02222A7D-4D88-5D32-DB5B-CF344A70366E,Hasad,Moody,Hasad.Moody@gmail.com,B,M,C
83616CB7-BDB7-078C-7305-183845E4C71F,Wesley,Dodson,Wesley.Dodson@gmail.com,C,M,D
A82A0AC6-EA18-09C5-D366-F1BB729EF722,Reed,Dalton,Reed.Dalton@gmail.com,A,M,A
A9FEC8A1-CF9C-0868-BD0B-4A558EFC31CD,Luke,Long,Luke.Long@gmail.com,B,M,B
B676F10F-1EF2-C07A-19DF-A36490676165,Macaulay,Vega,Macaulay.Vega@gmail.com,C,M,B
BC950AA2-BBFA-1534-A094-57E56365AA85,Vladimir,Estes,Vladimir.Estes@gmail.com,A,M,A
6A35CB06-5BF5-71AD-86F4-63858F583D8D,Gage,Benjamin,Gage.Benjamin@gmail.com,B,M,D
CFA8C1FC-345B-772A-3B73-8DC41F6E16DA,Keith,Benton,Keith.Benton@gmail.com,C,M,D
15783149-B275-5B06-3673-D2461B3B850C,Garth,Estrada,Garth.Estrada@gmail.com,A,M,C
BDDE8E90-A354-CA25-F49E-74907DA9859D,Len,Sandoval,Len.Sandoval@gmail.com,B,M,D
83EBA18D-B87B-08E6-2F71-F48E0447B698,Porter,Zimmerman,Porter.Zimmerman@gmail.com,C,M,B
13ADA923-A2A2-E840-2955-73D71AE8BBFC,Phelan,Castillo,Phelan.Castillo@gmail.com,A,M,A
9EA60463-8CA1-A11F-272E-23F10E4D902D,Ralph,Bates,Ralph.Bates@gmail.com,B,M,B
87D812DD-C6FA-A8BB-64A7-CD84B4085669,Elliott,Rowland,Elliott.Rowland@gmail.com,C,M,B
7965EF5D-BC9F-A822-1ECF-ADAA4DAE04B1,Joel,Langley,Joel.Langley@gmail.com,A,M,C
71416AC0-AF05-006E-EF2A-CBC2C8AC59C1,Brady,Norris,Brady.Norris@gmail.com,B,M,D
FEF1D029-FA47-15DC-711E-7E99EE17C2C8,Solomon,Curry,Solomon.Curry@gmail.com,C,M,C
6933DBF1-D86B-7F09-76C8-0259B6685F13,Samson,Buchanan,Samson.Buchanan@gmail.com,A,M,D
E3078159-6160-C88C-DF7C-BA4AE1E7A2EE,Rahim,Sampson,Rahim.Sampson@gmail.com,B,M,A
31D312FD-AF44-5B0E-01CA-5026561C35B9,Nathan,Jefferson,Nathan.Jefferson@gmail.com,C,M,A
868D8135-AFC0-642C-CBB9-24E1B83AD5BA,Mohammad,York,Mohammad.York@gmail.com,A,M,A
80DB4EFF-9CE2-A0EA-FD32-D93769A66FCC,Marvin,Mooney,Marvin.Mooney@gmail.com,B,M,D
E6DD6EDA-1E51-B8B9-2984-EFDEF43172D6,Tyrone,Holloway,Tyrone.Holloway@gmail.com,C,M,C
94E79E93-D44E-B440-7E43-87437C500D8D,Mark,Cook,Mark.Cook@gmail.com,A,M,B
7FA92A70-81C1-C476-E79E-AE6627273558,Tanner,Mullins,Tanner.Mullins@gmail.com,B,M,A
DF82E80F-4EA5-4E6B-073D-B24AEA5C14B6,Simon,Burgess,Simon.Burgess@gmail.com,C,M,B
1996BF28-C16A-F1AE-1793-5722DA1F1D37,Jamal,Wolfe,Jamal.Wolfe@gmail.com,A,M,D
E841A235-7DC1-DD4D-0F36-E25A6331A22E,Lev,Barton,Lev.Barton@gmail.com,B,M,C
2316C7F8-E98D-9BD6-9051-A3C73471D019,Roth,Fulton,Roth.Fulton@gmail.com,C,M,B
7198888D-85F6-23FB-9247-049A41A58AAF,Thane,Taylor,Thane.Taylor@gmail.com,A,M,D
78C6F643-6828-285C-832A-B8934D9FAAD4,Kyle,Cotton,Kyle.Cotton@gmail.com,B,M,C
B7223F13-D7F6-73D7-7E76-34845F878F07,Ferdinand,Frost,Ferdinand.Frost@gmail.com,C,M,A
B66C0584-B9C2-7501-C6FE-20A930541D00,Christopher,Vaughn,Christopher.Vaughn@gmail.com,A,M,B
CFBC9E0A-B55F-5938-2005-811A173E4C69,Vance,Ashley,Vance.Ashley@gmail.com,B,M,C
AC4C3674-3992-EA62-CCF2-6F19DB34AE75,Curran,Schroeder,Curran.Schroeder@gmail.com,C,M,D
E911DE39-F4F4-902A-B786-B9FF3E3A93F5,Emerson,Moreno,Emerson.Moreno@gmail.com,A,M,D
36373469-2570-C391-EA27-F0D87EFFE3F7,Samuel,Hale,Samuel.Hale@gmail.com,B,M,B
